stars,comment
2.0 out of 5 stars,"







  
  
    I only received the English version. It's sad. Didn't return cz my kid used it for a day. Hope this doesn't happen with anyone else
  
"
4.0 out of 5 stars,"







  
  
    Good pictures, perfect size for the Little ones...it would be best if they have included all the BASIC animals, vegetables, n fruits...each book have 25pictures but some of content I found is unnecessary.
  
"
4.0 out of 5 stars,"







  
  
    Little small in size... But great for children
  
"
5.0 out of 5 stars,"







  
  
    Good quality and worth buying
  
"
4.0 out of 5 stars,"







  
  
    Beautiful set of little books with amazing pictures. My son only uses them for stacking them perfectly even with the last fitting so well. He's just obsessed to keep them clean and well stacked. 😄
  
"
5.0 out of 5 stars,"







  
  
    It's worth Money my kids loves it
  
"
4.0 out of 5 stars,"







  
  
    This set of 10 books is what my three-year-old always asks for, everytime I open my cupboard. This package includes a set of 10 pocket sized cardboard books, one each for fruits, vegetables, modes of transport, wildlife, domestic animals,birds, shapes, colors, numbers, and A to Z. The pics are crystal clear, bright and attractive. Overall quality of the book is worth spending your bucks!The only two negative things I found is that the book consists of all things American. I doubt if parents in India will be able to relate to many fruits, veggies, animals shown in this book, which are not found in India. Can't blame the publisher, as the book set is imported from US.Secondly, I thought the book is of full size, of around the size of an A4 page, but the package arrived too small. It is infact pocket sized books for kids. Otherwise, truly a delight for the little ones to learn while they play! Thumbs Up!
  
"
5.0 out of 5 stars,"







  
  
    Good product
  
"
4.0 out of 5 stars,"







  
  
    Good product
  
"
4.0 out of 5 stars,"







  
  
    Its a great product and build quality is best at its price.
  
"
4.0 out of 5 stars,"







  
  
    I’m not satisfied with the size.. overall it’s good
  
"
5.0 out of 5 stars,"







  
  
    Looks good and good quality
  
"
5.0 out of 5 stars,"







  
  
    Nice book
  
"
5.0 out of 5 stars,"


















    
        

        
        
            
        

        
            
            
                
                        
                
                
                    The media could not be loaded.
                
            
                
            
        
    
    
"
5.0 out of 5 stars,"







  
  
    Great set for little ones.
  
"
5.0 out of 5 stars,"







  
  
    My cousin really likes them to see pictures and there names
  
"
5.0 out of 5 stars,"







  
  
    This was such a nice that I used this for almost 1.5 years and my kid love these books. He learnt a lot from these and now my other kid is using these. As these are board books so didn't get torn easily.
  
"
5.0 out of 5 stars,"







  
  
    Arrived very quickly, I had ordered a number of things and this arrived first, I believe within about 3-4 days. I had ordered for my nieces birthday for delivery to punjab. My relatives said it arrived undamaged and was of good quality
  
"
3.0 out of 5 stars,"







  
  
    There should be Images and things in the book which kids can / they watch easily in daily routine life so that they can recognize the word and things easily but it's not possible with these books.
  
"
4.0 out of 5 stars,"







  
  
    Good
  
"
4.0 out of 5 stars,"







  
  
    Baby lost interest. Doesn't hold anymore.
  
"
3.0 out of 5 stars,"







  
  
    These books looks big in size on Amazon but it's actually pocket sizes flash card book
  
"
5.0 out of 5 stars,"







  
  
    Quality is good and child can handle it rough. Size of books is smaller than expected
  
"
4.0 out of 5 stars,"







  
  
    Size is too small
  
"
4.0 out of 5 stars,"







  
  
    We introduce  living animals etc... & non living  things to our children , grand children .This books including colourful pictures with great quality its v.useful for small children below three years
  
"
4.0 out of 5 stars,"







  
  
    Nice
  
"
4.0 out of 5 stars,"







  
  
    My baby is very naughty and he used to tear every study material. However, this one is so strong that he couldn't tear it. It's durable with good printing and nice look. You can go for it.
  
"
4.0 out of 5 stars,"







  
  
    Product is ok but box arrived slightly damaged
  
"
4.0 out of 5 stars,"







  
  
    Size of book is small so my 17 month lo can handle it easily.pictures are realistic.corner of book are round so no worry of hurting.box was little damaged but books were in excellent condition.worth the money.loved it.
  
"
5.0 out of 5 stars,"







  
  
    A good set of hard books for younger kids. Very colourful enjoyable and educative.
  
"
5.0 out of 5 stars,"







  
  
    Very use full books for kids who are intial learners.
  
"
4.0 out of 5 stars,"







  
  
    All books are very small but the quality is very good
  
"
3.0 out of 5 stars,"







  
  
    Size of books smaller as compared to photo displayed in website.
  
"
5.0 out of 5 stars,"







  
  
    My 2 yrs old son absolutely love these books. He started saying A, B, C faster than expected. We have now started Numbers and Colors.Quality of this book is good, not easy to tear off. That's most important because children handle books roughly. Size wise book fits inside palm. So easy to carry in bag in case you want to keep children occupied
  
"
4.0 out of 5 stars,"







  
  
    Same objects different pictures are printed. Child getting confuse on this. Number book has numbers in little font than picture. Child couldn't recognise the number. Always going with the picture.
  
"
4.0 out of 5 stars,"


















    
        

        
        
            
        

        
            
                
                        
                
                
                    The media could not be loaded.
                
            
                
            
            
        
    
    








  
  
     Product is okay, if I give it my baby she will definitely tear it. And books are very tiny.But overall its good.
  
"
5.0 out of 5 stars,"







  
  
    Awesome books.. my 1.5yr old baby loves to read this books... He is able to identify fruits, shapes, colour, vehicles, animals, vegetables, numbers and much more . He also leant all alphabets with the help of this books.. I am so proud and happy after this purchase.. must have for all mothers with the kids of 1-5yrs age group. Quality of the Books is amazing.. overall very happy with this purchase..
  
"
5.0 out of 5 stars,"







  
  
    Thanku so much Amazon for this beautiful set . Very nice as expected 😊
  
"
4.0 out of 5 stars,"







  
  
    Love this hard cover book for my 1 year old she loves to pretend read and it’s good for my 4 year old also he can read and spell all the names
  
"
4.0 out of 5 stars,"







  
  
    Good for children, interesting picture.
  
"
5.0 out of 5 stars,"







  
  
    It's with nice picture and colourfull.
  
"
1.0 out of 5 stars,"







  
  
    small size of books
  
"
4.0 out of 5 stars,"







  
  
    It's great for 2+ kids my son enjoys holding them coz it's very small in size and can be easily fit in his hand but only problem is he didn't like alphabet book as it have one alphabet on each page but on last two pages 8 alphabet are written due to which he loose interest in them.
  
"
4.0 out of 5 stars,"







  
  
    Small cute books, kids can hold the books very easily and they will love it.
  
"
5.0 out of 5 stars,"







  
  
    Very Nice Product
  
"
4.0 out of 5 stars,"







  
  
    Worth for money. Go for it
  
"
5.0 out of 5 stars,"







  
  
    Good for kids
  
"
3.0 out of 5 stars,"







  
  
    Very good items for your baby's arsenal. Very well made, child proof, easily cleanable (w/o water).Though contents (reference items) are not very Indian.
  
"
2.0 out of 5 stars,"







  
  
    Size of the book is too small.
  
"
3.0 out of 5 stars,"







  
  
    Good
  
"
5.0 out of 5 stars,"







  
  
    Very nice
  
"
5.0 out of 5 stars,"







  
  
    Now a days difficult to find many animals, birds but these books helping to teach kids.
  
"
4.0 out of 5 stars,"







  
  
    Its a good start for child of age 1.5 and above, manufactured to withstand heavy drop by kids and has good list of items to teach kids.4 stars because I need my child to learn what is there in my country and things that we can show them in real in near future. but some of thee items are of European and American
  
"
4.0 out of 5 stars,"







  
  
    I like this product.. but I expected bit larger size than this.. others everything ok.
  
"
5.0 out of 5 stars,"







  
  
    Its use full to babys
  
"
5.0 out of 5 stars,"







  
  
    My baby really likes it. And learning the things in it. Fantastic books. She is only 18months now but she learns some of them
  
"
4.0 out of 5 stars,"







  
  
    Nice
  
"
5.0 out of 5 stars,"







  
  
    Excellent quality, Bright Colors, fits perfectly in my daughter's hand.
  
"
5.0 out of 5 stars,"







  
  
    Good product can recommend others
  
"
4.0 out of 5 stars,"







  
  
    Easy to teach the children
  
"
3.0 out of 5 stars,"







  
  
    I like this product but the words are not easy to learn like that B for ball is very easy for childrens to learn but the bear is very difficult to learn and then colours are not clear cut to understand the children .
  
"
4.0 out of 5 stars,"







  
  
    Purchased for my son,he likes it very much,thick pages ,quality printing, good container box ,great product
  
"
4.0 out of 5 stars,"







  
  
    Paper sheet quality is good. Nice product. Very usefull for infants
  
"
5.0 out of 5 stars,"







  
  
    Nice books
  
"
5.0 out of 5 stars,"







  
  
    Good
  
"
3.0 out of 5 stars,"







  
  
    Quality of the paper can be improved more.I am giving this feed back after 5months. Books gone in 1month itself.
  
"
4.0 out of 5 stars,"







  
  
    It was just awesome product.. Very useful for growing babies.. Size was lil bit smaller but it doesn't matter.. Quality also too gud.. Thank u amazon
  
"
5.0 out of 5 stars,"







  
  
    Best set of books.I have both the sets i. e. all 20 books and toddlers just love them.They are easy to carry as well and keep toddlers engaged and occupied.They help in keeping kids away from TV and mobiles i. e. gadgets.They also inculcate the good habit of reading from an early age.A great and must buy for parents as it also increases parent-child interaction thus help the bond grow stronger.
  
"
5.0 out of 5 stars,"







  
  
    I am glad that i bought this set. My baby have learned a lot from this. The size is perfect for babies though it may look small at first glance. Trust me i have tried a bigger book and it was too big so got torn within a week. My baby will read this book as soon as she got up and before going to bed everyday. Totally worth it.
  
"
5.0 out of 5 stars,"







  
  
    My daughter likes it very much. She is 2 years old. She see the pictures from book and learnt words of pictures from that.
  
"
4.0 out of 5 stars,"







  
  
    Good for children and material is good
  
"
4.0 out of 5 stars,"







  
  
    This is good product with superb quality little bit small but it is good for kids because they can't tear it board quality is good and letters are big enough to seen
  
"
5.0 out of 5 stars,"







  
  
    Quality of the product is very good.Very use full for kids.
  
"
5.0 out of 5 stars,"







  
  
    Happy with purchased
  
"
4.0 out of 5 stars,"







  
  
    The Product was good with images, color etc.. Set of 10 books... But the size of the book was little bit small.. So it will be easy for babies to carry... Nice and colourful one for the kids to learn easily...
  
"
4.0 out of 5 stars,
5.0 out of 5 stars,"







  
  
    My 15 months old son has learnt a lot from this set... These books have better content and material quality as compared to other books in the market.
  
"
5.0 out of 5 stars,"







  
  
    My son is 2.6 and his almost done knowing everything in these books! If there’s something I would never regret buying for my son will be this box of books!
  
"
5.0 out of 5 stars,"







  
  
    Build quality is good. Packaging is also good.Books has helped my kid to start the learning.
  
"
5.0 out of 5 stars,"







  
  
    Quality granted
  
"
4.0 out of 5 stars,"







  
  
    Length and height of the book can be increased
  
"
5.0 out of 5 stars,"







  
  
    Like
  
"
5.0 out of 5 stars,"







  
  
    The child is learn with enjoy. They are improve for knowledge.
  
"
5.0 out of 5 stars,"







  
  
    Recommend to buy
  
"
5.0 out of 5 stars,"







  
  
    Its a very good thing to buy for your kids as it helps them in developing their mind and it will also help them before their schooling a must buy thing
  
"
4.0 out of 5 stars,"







  
  
    Nice
  
"
5.0 out of 5 stars,"







  
  
    Lovely books.My one year old is super exited to picture read them.
  
"
5.0 out of 5 stars,"







  
  
    Binding and finish of the set is good. Picture quality is great. A great set for 1 year olds and above.
  
"
4.0 out of 5 stars,"







  
  
    Product is really good, same as shown in the picture, it keeps my 1 year old busy and engaged for sometime.drawback i see is the size is bit small but it fits in toddlers hands perfectly so its also fine...overall a good purchase at this price
  
"
5.0 out of 5 stars,"







  
  
    we bough first set of the same series & we figured that they released second set as well. So, we bought this one without any second thought!We bought it for 350 inr thanks to amazon. Books are just perfect for your small kid. They will play with them as small objects initially & then eventually they will start learning to turn on pages & see different images which are of good color quality. When they grow up, the same set of book will serve as good vocabulary source for learning.
  
"
5.0 out of 5 stars,"







  
  
    Its very nice product. Got delivered in 24 hrs. It was valentine gift for my toddler. Books r really good for toddlers, color, quality, all good n at reasonable rate.
  
"
5.0 out of 5 stars,"







  
  
    I must say this is so tough,my baby stand on it but nothing happens. Must buy
  
"
5.0 out of 5 stars,"







  
  
    Some amazing set of books. My 1.5yr old nephew loves them. He walks around asking us to read with him. Books are durable too and can take a beating, tantrums, fingering and even a bit of soaking and still last.The syllabus is interesting to. Its a bit Canadian I think, yet relevant for Indians. Would buy more from this publisher for sure. 100% recommended. Buy it for a kid in the family or for a friend's kid as a gift.
  
"
4.0 out of 5 stars,"







  
  
    Nice colors and quality.
  
"
5.0 out of 5 stars,"







  
  
    Best quality product in reasonable price!Really amazing product in terms of quality and the content. You can buy without any second thought !
  
"
5.0 out of 5 stars,"







  
  
    One of the best buy. It's of great quality. Nicely designed. The corners are rounded wisely so not to hurt the little ones. Pages are thick enough so little ones can't tear them off easily. Small in size(refer to the images posted by customers before buying) but does it purpose.My 3y old just loves it. It comes with a small box to store all the books after use. Thats also nicely designed.
  
"
4.0 out of 5 stars,"







  
  
    The quality and size of the books are good, only thing is these are canadian products and so some of the pictures are difficult for Indian kids to understand as they are not of Indian origin.Overall i would rate it as good.
  
"
5.0 out of 5 stars,"







  
  
    Excellent quality
  
"
2.0 out of 5 stars,"







  
  
    Shapes and colors book could be simplified by using uniform display pattern. Overall can be made much more simplified and useful for Indian kids.
  
"
5.0 out of 5 stars,"







  
  
    This set of books is very cute. Handy and is of good quality. My son loved flipping through the pages and stopping at a certain page and I told the name of the fruit/object/animal on that page. It's a fun way to teach our kids. They'll be attracted to the colourful pictures.
  
"
4.0 out of 5 stars,"







  
  
    Value for money.Baby out the board book in his mouth and the pages became puffy. Hasn't happened with other board books we ownBut ok for the price I guess
  
"
5.0 out of 5 stars,"







  
  
    Bought them for my 1 year old. Books are very good. Quality is also great and so is the content. Keeps him engaged. Worth buying for little ones. Go for it in case you are looking to buy some for your little one
  
"
4.0 out of 5 stars,"







  
  
    Good and easily understandable by toddlers
  
"
5.0 out of 5 stars,"







  
  
    Nice quality books loved by my baby
  
"
4.0 out of 5 stars,"


















    
        

        
        
            
        

        
            
                
                        
                
                
                    The media could not be loaded.
                
            
                
            
            
        
    
    








  
  
     I really like these board books. Firstly, my 20 months kid can't tear these books. He can touch and feel in his own way.Secondly, these books are designed perfectly for the new learners. All pictures have white background which helps our kid to learn fast.
  
"
4.0 out of 5 stars,"







  
  
    Bought this set of board books for my daughterVery handy for her learning basic stuffsEven though my area is lockdown & free neighbouring areas are sealed, Amazon delivered the product on time as promisedLooked the product very muchThough my daughter is yet to learn all the stuffs she seems too happy to get thisOne Star is reserved for a month long usage & durability test
  
"
4.0 out of 5 stars,"







  
  
    strong books
  
"
5.0 out of 5 stars,"







  
  
    this product is useful for kids..i like this very much and also want to buy this product.
  
"
5.0 out of 5 stars,"







  
  
    Very usefull
  
"
5.0 out of 5 stars,
5.0 out of 5 stars,"


















    
        

        
        
            
        

        
            
            
                
                        
                
                
                    The media could not be loaded.
                
            
                
            
        
    
    
"
5.0 out of 5 stars,"







  
  
    Paisa vasool
  
"
5.0 out of 5 stars,"







  
  
    This is a great gifting option for kids upto 5Y to start their introduction to the world around. The quality and the contents of books are good.
  
"
5.0 out of 5 stars,"







  
  
    Superb
  
"
4.0 out of 5 stars,"







  
  
    Good product useful for kids
  
"
5.0 out of 5 stars,"







  
  
    My nephew loved these books and when read out the images. He tried tearing the pages but they are strong enough to withstand a baby's curiosity.
  
"
5.0 out of 5 stars,"







  
  
    Writing review after 3 months of use.. Its so good in look and quality.. Must buy. I bought this for my 18 m toddler.
  
"
5.0 out of 5 stars,"







  
  
    Good one, worth for money. I brought it for 400rs.
  
"
4.0 out of 5 stars,"







  
  
    Good reads for kids
  
"
5.0 out of 5 stars,"







  
  
    I like to thanks first library it's really useful to kids.
  
"
5.0 out of 5 stars,"







  
  
    My baby loves the books. Go for it. Must buy.
  
"
4.0 out of 5 stars,"







  
  
    These books are very cute and useful...good quality and content..my 16 months girl is very engaged with these books. Size of one books is w3.5/ h4 inches. The only drawback is the box witdh is a little less that the books fits very tightly inside and my baby couldn't pull out the book by herself untill I help her. So my suggestion is to wonder house books please increase box witdh a little so the toddlers can put and take out the books easily from the box.
  
"
4.0 out of 5 stars,"







  
  
    It's good product
  
"
4.0 out of 5 stars,"







  
  
    Cheaper and good quality
  
"
5.0 out of 5 stars,"







  
  
    It is a matter of fact that younger children have habits to tear things apart. But the material that these book are made up of is great specially kept in consideration. I brought so mamy book but noone last more than 2 3 dayz.i found pages all over the room.but these are amazingly good.must buy
  
"
4.0 out of 5 stars,"







  
  
    Books are made of hard cardboard type paper. Good for small kids, as they have tendency to tear pages. It's good If pages are made up of waterproof material. Books are small in size but good quality pictures.Due to it's small size kids can handle them easily. Nice start to reduce screen time for kids.
  
"
5.0 out of 5 stars,"







  
  
    Writing this review after 3 months of usage. Very rugged, well build and strong board books. My 9 moth old son (back then) llhad literally abused them to greater lengths but they still are intact. Minor bends here and there which are not uncommon. My son has chewed, poured water, stood on them, Tried to press against the Binding and what not. They still are running strong. The books seem water resistant if not water proof. Coming to the content, they are clear and vibrant. My son has learnt a lot in the last six months. One tip is to read the books to your kids atleast 15 to 20 min every day. They will develop the back of glancing or reading these board books. Can't be more happy. One of the best purchases
  
"
5.0 out of 5 stars,"


















    
        

        
        
            
        

        
            
                
                        
                
                
                    The media could not be loaded.
                
            
                
            
            
        
    
    
"
5.0 out of 5 stars,"







  
  
    Quality is good
  
"
5.0 out of 5 stars,"







  
  
    Very colorful. Good to handle by kids.
  
"
5.0 out of 5 stars,"







  
  
    A comprehensive coverage of all the basic things which a baby / toddler needs to know. Book is made well and will last the rough handling of the toddlers.
  
"
5.0 out of 5 stars,"







  
  
    Nice
  
"
5.0 out of 5 stars,"







  
  
    Nice books with big and colourfull pictures.I use it for my 6 month baby
  
"
5.0 out of 5 stars,"







  
  
    I liked .I bought it for my toddler son...
  
"
5.0 out of 5 stars,
4.0 out of 5 stars,"







  
  
    Pages are not easily torn
  
"
4.0 out of 5 stars,"







  
  
    Books are very nice for little ones, but some of the vegetables name are not given in English. Like lady's finger is written as orya and like that few others.
  
"
4.0 out of 5 stars,"


















    
        

        
        
            
        

        
            
                
                        
                
                
                    The media could not be loaded.
                
            
                
            
            
        
    
    
"
5.0 out of 5 stars,"







  
  
    I highly recommend these boards books for children above 1 year. My kid is so happy flipping the pages and identifying animals, fruits etc. It is very convenient for my kid to hold it as it is of small size and he thoroughly enjoys it. I was so impressed by these books that I gifted these books to my nephew as well.
  
"
5.0 out of 5 stars,"







  
  
    ohh it's too good for kids, specially for younger kids as young as 2 years. Due to covid situation I am not able to send them to pre school but these book are very helpful and worthy. The best part is quality of each book are good and children will love and learn. Book cover and each pages are laminated and nice look.I highly recommend this little library.
  
"
3.0 out of 5 stars,"







  
  
    Book is good but size is so small kidsnot enjoy this 📚 mujhe return Karna h but ho hi nahi rha h
  
"
5.0 out of 5 stars,"







  
  
    Very good product. Value for money
  
"
5.0 out of 5 stars,"







  
  
    Perfect books for a year old and above. A must buy.
  
"
1.0 out of 5 stars,"







  
  
    The product not appropriate look like image shown in the amazon site.So there is need to return
  
"
5.0 out of 5 stars,"







  
  
    The best thing is the quality of the books is really good. I have a naughty kid who keeps tearing her books. Thankfully these books are still safe. 😄
  
"
5.0 out of 5 stars,"







  
  
    The book is small size which makes easy to hold it by toddler n hard enough which r not easily tearable by babies. Book has colourful pictures which creates interest in kids. Totally awesome product with affordable price. Loved it.
  
"
5.0 out of 5 stars,"







  
  
    Helpful to both parents and children to teach
  
"
5.0 out of 5 stars,"







  
  
    Good first book for babies. They will like it.  Gum wil come off easily. But quality of pages in book is good. Worth for money
  
"
5.0 out of 5 stars,"







  
  
    Love this books. Its very small in size though. Like it will fit in your palm. For adults. But as for kids its amazing. My cousin loves it and it is actually a very good combo to buy for children.
  
"
5.0 out of 5 stars,"







  
  
    Ten handy books on relevant topics for a baby.Books had nice thick board sheets with colourful pictures.
  
"
5.0 out of 5 stars,"


















    
        

        
        
            
        

        
            
            
                
                        
                
                
                    The media could not be loaded.
                
            
                
            
        
    
    








  
  
     My baby is so happy and reading continue eagerly. Bright picture then other book. Tiny and smart book and easy to handle to baby.
  
"
4.0 out of 5 stars,"







  
  
    size is small like your palm 8cm
  
"
4.0 out of 5 stars,"







  
  
    Good quality board books. My 2 year old was really excited seeing it and she loves it. The packing and print quality is also very good. Only thing they could have included nursery rhymes as one book instead of farm animals or wild animals or transport. That is why it is rated 4 stars.
  
"
5.0 out of 5 stars,"







  
  
    My little one loved it! Pictures were very detailed and covered all major categories. She flips the pages on her own drawn to it by the attractive pics. The only drawback is that toddlers less than 2 years who tend to put everything in mouth, easily make it wet and it gets torn at the corners.
  
"
5.0 out of 5 stars,"







  
  
    The books comes in small size almost the size of an adults palm. But the images and letters are big enough for the little ones to learn it all. The material these books are made off is also pretty good. Overall a very good set of books for 2-4 years old ideally.
  
"
4.0 out of 5 stars,"







  
  
    Gud
  
"
5.0 out of 5 stars,"







  
  
    A simple book series with a picture and word per page (except for the abc book's last few crowded pages). A child can learn and improve his/her vocabulary with this series. The pages are completely worn out due to heavy usage almost everyday. A warning for the parents!!!. Be prepared to read this book again and agian with your baby since they may ask for you to read them every single day for more than five to six times!!! For a complete look of the set visit my YouTube channel - gforgratitude, i have fliped through the pages from the whole set.A small thing that i found is that, there are two styles of this book series, with same content but in a different font and picture layout style. So, you may get a random set.
  
"
4.0 out of 5 stars,"







  
  
    Well the kid really likes the book as these are colourful with pictures. I believe it will help my daughter to pick up things in a quicker way.
  
"
5.0 out of 5 stars,"







  
  
    It is a great collection...initially when I received the parcel, I was a little taken back that the size of the books are so small...was expecting bigger ones..but my kid loves it because it is very handy for him to hold and turn pages...quality of the pages is also good ..and one page has one picture so child can concentrate easily...definitely worth the buy..Truly its wortht of 1st library
  
"
4.0 out of 5 stars,"







  
  
    Very much helpful for kids who will know about basic things by seeing the images in a book like this, thank you Amazon for such an amazing product..
  
"
4.0 out of 5 stars,"







  
  
    Good
  
"
4.0 out of 5 stars,"







  
  
    This box set is absolutely a great one for the lil one's early learning.  Attractive colors and pictures.
  
"
4.0 out of 5 stars,"







  
  
    Good product but binding is loose
  
"
5.0 out of 5 stars,
5.0 out of 5 stars,"







  
  
    Loved the books, super easy for travel too
  
"
5.0 out of 5 stars,"







  
  
    super
  
"
3.0 out of 5 stars,"







  
  
    Actually product quality is good but problem is in every picture their is similarity or repetition of pictures for eg in fruits u normally get to see fruits thats right but in numerical again fruits are repeated so the basic concern is grasping gets confusing for child as vocal sounds are different for same picture ie- 1 numb you see one apple and so on so if that is being rectified the product can be eligible for 5 star. Minor things but it has a huge impact
  
"
4.0 out of 5 stars,"







  
  
    Books are very good quality and pictures are very clear. My kid loved it. I gave one less rating because on the abc book last letters (xyz) are missing and previous letters are repeated.
  
"
4.0 out of 5 stars,"







  
  
    I purchased this set of books in Oct 2020 in 399. The best thing about this product is vibrant colors which attracts kid towards them again and again. Another good feature is its quality of paper and sturdiness. I believe that this is the must have library one should have.
  
"
4.0 out of 5 stars,"







  
  
    It’s good. But make sure you don’t allow a water drop. The book is little delicate for water. Over all good. Kids enjoy for sure.
  
"
5.0 out of 5 stars,"







  
  
    Awesome set of books - small size :Handy for kids,Clear pictures :avoids confusion ,No sharp corners : Great design ,Useful variety of books. Animals, wild, pet , fruits veggies, vehicles etc : Great source or knowledge.
  
"
3.0 out of 5 stars,"







  
  
    Small books
  
"
5.0 out of 5 stars,"







  
  
    liked it
  
"
5.0 out of 5 stars,"







  
  
    Value for the money
  
"
5.0 out of 5 stars,"







  
  
    Quality superb Nice to handle for baby view wise good
  
"
5.0 out of 5 stars,"







  
  
    I purchased this book two times every child should have this.
  
"
4.0 out of 5 stars,"







  
  
    Books are ok with good quality images... but they are small... kids loose interest on it... better to go for bigger books, as these will not serve the main purpose of teaching
  
"
4.0 out of 5 stars,"







  
  
    It’s a good box set of board books. Slightly smaller than I expected but good quality of the box and the books. The pictures are nice and clear. Bought it in the sale for 399 which was good. The full price might be a little more for this set.
  
"
5.0 out of 5 stars,"







  
  
    Books are very nice. But tragedy is my daughter knows everything bcoz of youtube.
  
"
4.0 out of 5 stars,"







  
  
    Cover and pages are quite sturdy.But - as this product is meant for some western country, one can't find many ndian things in the books though these are easily available everywhere.So Difficut to correlate for kid.
  
"
3.0 out of 5 stars,"







  
  
    It's very small in size. Size is different from given in description. The size of total box is 12.4×10.2×9.3 cm. instead of 20×14×4 cm.
  
"
5.0 out of 5 stars,
5.0 out of 5 stars,"







  
  
    My baby enjoy to read books ..he can easily hold due to lite weight.
  
"
4.0 out of 5 stars,"







  
  
    Makes learning very easy, keeps the kids engaged.
  
"
3.0 out of 5 stars,"







  
  
    Quality is good
  
"
5.0 out of 5 stars,"







  
  
    Bought it for Rs.379 as a promotional offer. You may check the current price & afford it. My son really happy when he saw the booklet. Printed in thick sheets. Really awesome.. And images printed somewhere twice.. Overall it's a good educational book to refer kids below 3 yrs..
  
"
4.0 out of 5 stars,"


















    
        

        
        
            
        

        
            
                
                        
                
                
                    The media could not be loaded.
                
            
                
            
            
        
    
    








  
  
     Nice quality.
  
"
5.0 out of 5 stars,"







  
  
    The pages seem to be not waterproof/ bite proof, but otherwise it's a beautiful book with good pictures
  
"
5.0 out of 5 stars,"







  
  
    Usually I do not write reviews but just loved this one so thought of writing one. my baby (1.5 year old) loves it, material is very good as well.While buying I read in reviews that the outer cover is not good quality and tears apart easy but it seems they have improved on it. My baby takes out books from it 100 times a day but it's still as is. (Using daily since 1 month)
  
"
5.0 out of 5 stars,"







  
  
    My baby is very happy with the books. Very clear and informative
  
"
3.0 out of 5 stars,"







  
  
    The concept is good.topics r covered in a nice way only problem is that the pages aren't that thick,my 1 &half year old kid has easily folded it's pages vertically on very first day,so slightly disappointed.
  
"
5.0 out of 5 stars,"







  
  
    bright n clear photos, catches baby's attention easily.. my baby love the books
  
"
5.0 out of 5 stars,"







  
  
    When I saw the books I think they were big but they are small
  
"
5.0 out of 5 stars,
4.0 out of 5 stars,"







  
  
    Those books are very useful for kids upto 5 years. Every book contains only 10 pages of 10 big colourful real images with names. The only drawback is that some pictures or images are repeated in the pages of different books.
  
"
5.0 out of 5 stars,"







  
  
    The pages quality are very impressive as they are quite thick and doesn't get easily  tampered by even rough handlers and information given is nice for a child . And my niece loves it
  
"
3.0 out of 5 stars,"







  
  
    Everything is fine....bt there are 1 think is that....the babies are learn A for appel B for ball...bt ther is B for bear..or I for igloo...or e for egg...bear igloo egg..are hard to learn them...be easy....bcoz they are small...we can't pressure that....
  
"
5.0 out of 5 stars,"







  
  
    Pictures seems like real and quality is also good
  
"
4.0 out of 5 stars,"







  
  
    Paper quality is ok ok, still baby can tear them or cut them by teeth
  
"
5.0 out of 5 stars,"







  
  
    The quality of product is awesome the only thing this books are very small these are mini books
  
"
5.0 out of 5 stars,"







  
  
    Loved it
  
"
5.0 out of 5 stars,"







  
  
    I bought this for my 13 month old son who has just recently shown tendencies to read his books and not chew on them or tear them apart.When I unwrapped the set of books, I felt disappointed as they were smaller in size than I had assumed. But within minutes, I realised that the size was perfect for my son. We spent 40 minutes right away browsing through all the books. Getting that kind of attention span from my son very active son isn't easy usually.Quality and colours are really good. Easy to carry. This book set is a must buy.
  
"
3.0 out of 5 stars,"







  
  
    Good quality but content is western style
  
"
4.0 out of 5 stars,"







  
  
    All books r too good but i gave 4stars bcz books r not laminated if by mistake kids bite cardbord of books comes out easily.
  
"
5.0 out of 5 stars,"







  
    अच्छा
  
  
"
4.0 out of 5 stars,"







  
  
    My kids loves it., Always with a  book in hand, asking for what s name of this nd that. The vegetables nd fruits book hold mostly of other country items nd not much relevant to India. Other than its good nd go ahead
  
"
5.0 out of 5 stars,"







  
  
    Such beautifully curated collection of books. My daughter loves them.
  
"
5.0 out of 5 stars,"







  
  
    My 10 month old just keeps playing with them all the time.
  
"
5.0 out of 5 stars,"







  
  
    Pictures are real (not cartoon) which is the beast part, also the quality is really good, it is thick cardboard like, which the child cannot tear.
  
"
1.0 out of 5 stars,"







  
  
    I liked the product but the delivery is very slow. I got it delivered it in 25 Days.
  
"
5.0 out of 5 stars,"







  
  
    Just go for it. My baby is 1.8yrs old and she is just enjoying it and playing with it. edges are fine. books are small but enough for little one. Overall a very good library to begin the world of learning for your little one.
  
"
5.0 out of 5 stars,"







  
  
    Jst go for it... Very colorful nd vibrant
  
"
2.0 out of 5 stars,"







  
  
    Size is too small
  
"
5.0 out of 5 stars,"







  
  
    My kiddo liked it very much.
  
"
5.0 out of 5 stars,"







  
  
    I bought this book a few days ago,when I received it I was amazed to see the quality,the round edges,glossy finish,naturalization,color,size,combination well though out book for children definitely a buy if you children at home,any children loving parents would love it,it is the best alternative of mobile phones,children love it,learn from reading books.Seller part.The image is a bit mis-leading it looks like A4,but actually it is smaller than post card size. I think seller should change the images shown on Amazon website.Amazon is always the best in delivering the item in well packed and on time.Thank you,For making your customers smiling like your company log.
  
"
5.0 out of 5 stars,"







  
  
    Very nice book i have ever seen very nice quality of book
  
"
